A munkaciklus milyen fázisa zajlik a négyütemű motorokban amikor a dugattyú a forgattyús ház felé mozog?,Szívás vagy égés,Kipufogás vagy égés,Égés vagy sűrítés,
A munkaciklus milyen fázisa zajlik a négyütemű motorokban amikor a dugattyú a hengerfej felé mozog?,Sűrítés vagy kipufogás,Szívás vagy égés,Sűrítés vagy szívás,
Melyik fajta motor jellemző alkatrésze a karburátor?,Ottó motor,Diesel motor,Gőzgép,
Melyik fajta motor jellemző alkatrésze az adagoló szivattyú?,Diesel motor,Ottó motor,Elektromos motor,
Melyik fajta motor jellemző alkatrésze a szívó szelep?,Négyütemű motor,Kétütemű motor,Résvezérelt motorok,
"Melyik motor jellemzője, hogy a kenőolajat az üzemanyaghoz keverve juttatják el a kenési helyekre?",Kétütemű motor,Elektromos motor,Négyütemű motor,
"Hogyan nevezik a motorok azon alkatrészét, amely a dugattyú alternáló mozgását forgó mozgássá alakítja?",Főtengely,Lendkerék,Hengerpersely,
Hol helyezkedik el a motor főtengelye?,A forgattyús házban,A hengerben.,Az irányváltóban.,
A motor melyik alkatrésze köti össze a dugattyút és a főtengelyt?,A hajtórúd,A lendkerék.,A hengerpersely,
Mi a Diesel befecskendező porlasztó feladata?,A gázolaj apró cseppekre történő porlasztása és nagy nyomáson az égéstérbe juttatása.,"A gázolaj sűrítése, összekeverése kenőolajjal és levegővel, majd az égéstérbe juttatása.",A gázolajból kiszűri a porrészecskéket és az üzemanyag rendszert légteleníti.,
Mi a karburátor szerepe?,Az Ottó motoroknál az üzemanyag-levegő keverék előállítása.,A Diesel motoroknál az üzemanyag levegő keverék előállítása.,Az Ottó motoroknál az üzemanyag megfelelő befecskendezési nyomását biztosítja.,
Tankolásnál fontos előkészületek a következők:,"Elektromos berendezések kikapcsolása, motor leállítása, dohányzás és nyílt láng használatának  megszüntetése, kézi tűzoltó készülék ellenőrzése és előkészítése.","Motor alapjáratba helyezése, dohányzás és nyílt láng használatának  megszüntetése, utasok kiszállítása a hajóról.","Motor leállítása, dohányzás és nyílt láng használatának  megszüntetése, a tankolás helyszínének ventilátorral történő szellőztetése, kézi tűzoltó készülék kipróbálása.",
Mi biztosítja a Diesel motorba jutó üzemanyag megfelelő tisztaságát?,"A vízleválasztó, az elő- és finomszűrők.",A tartályba épített tartályszűrő.,"Az üzemanyagot előállítása során gondosan tisztítják, ezért nincs szükség külön szűrésre.",
Mire kell figyelni a  Dízel üzemű motoroknál?,"Kényszerhelyzet kivételével  nem szabad elhasználni az összes üzemanyagot, mert a dízel-motor üzemanyagrendszere levegősödik, és az üzemanyag utántöltése után sem indul.","A tartályban egy hónapnál hosszabb ideje tárolt üzemanyagot nem szabad felhasználni, mert ennyi idő alatt az már alkotórészeire esik, és a motorba jutva károsítja azt.",Mindig tartsuk be a motorgyártó által előírt üzemagyag-kenőolaj keverési arányt.,
Milyen alkatrészekből épül fel az Ottó motorok üzemanyag rendszere?,"Üzemanyag tartály, üzemanyag szűrő(k), üzemanyag szivattyú, karburátor, vagy injektor","Üzemanyag tartály, adagoló szivattyú, porlasztócsúcs","Üzemanyag tartály, üzemanyag szűrő(k), üzemanyag hűtő, adagoló szivattyú, porlasztó",
Milyen alkatrészekből épül fel az Diesel motorok üzemanyag rendszere?,"Üzemanyag tartály, üzemanyag szűrő(k), vízleválasztó, adagoló szivattyú, befecskendező porlasztó","Üzemanyag tartály, adagoló szivattyú,  karburátor, porlasztócsúcs","Üzemanyag tartály, üzemanyag szűrő(k), üzemanyag hűtő, injektor",
Belsőégésű főgéppel hajtott kishajó esetén fontos az üzemórák nyilvántartása?,"Fontos, mert bizonyos karbantartási tevékenységeket a gyártó által meghatározott időintervallumonként kell elvégezni.","Nem fontos, mert a kenőolajat minden szezon végén le kell cserélni, a hajtóműolajat meg csak akkor, ha víz szivárog bele.","Fontos, de nem a karbantartás, hanem a  hajó eladáskori értékének meghatározása szempontjából.",
"Áramtalanítja-e a hajót, ha hosszabb időre felügyelet nélkül hagyja?","Igen így az akkumulátorokat biztosan nem meríti le semmi, és rövidzárlat sem lesz.","A modern hajókat nem szabad teljesen áramtalanítani, mert a motor elektronikus vezérlőrendszerének mindig feszültség alatt kell lennie.","Csak a 220 voltos rendszereket kell teljesen lekapcsolni, mivel az alacsony feszültségű áramkörökben nem keletkezhet rövidzárlat.",
Külmotoroknál hogyan tudjuk ellenőrizni a hűtés működését?,A hűtővíz megfelelő áramlását vékony és folyamatos ellenőrző vízsugár megjelenése jelzi.,"Nem szükséges ellenőrizni, ha a motor beindul, akkor biztosan van hűtése is.",A motor burkolatát levéve a hengerfejen kézzel ellenőrizhető a hűtőfolyadék áramlása.,
"Mi történik, ha nem kielégítő, vagy megszűnik a motor hűtése?","A motor túlmelegszik, a dugattyú és szelepek besülhetnek, a motorblokk és a hengerfej megrepedhetnek.","A motor fogyasztása megnő, a fordulatszám megnő és a hajtómű olaj felforr.","Nincs hatása, amennyiben a motort csak fél terheléssel üzemeltetjük az nem károsodik.",
Hogyan célszerű a hajó gumi és műanyag alkatrészeinek ápolását végezni?,"Szilikon tartalmú ápolószerekkel ápoljuk, a megrepedezett elemeket cseréljük.","Ásványi zsírral kell bekenni őket, vagy finoman mosóbenzines ronggyal áttörölgetni.",Meg kell tisztítani őket és finom csiszolóvászonnal a repedezett elemeket felpolírozni.,
Milyen műveletet kell a dízel üzemű motorok indítása előtt elvégezni?,"Az izzító gyertyákat kb. 10 másodpercig, vagy ha van, az ellenőrző lámpa kialvásig működtetni kell.","A motor indítása előtt valamilyen fogyasztót rövid időre fel kell kapcsolni, hogy az akkumulátort felkészítsük a dízel motor nagy indító áramára.","Minden esetben ellenőrizni kell, hogy a vízleválasztó még nem telítődött.",
Mikor használjuk a szivatót?,"A hideg motor indításakor. A motor által beszívott keverék benzin arányát növeli meg, a könnyebb indítás érdekében.","Akkor használjuk, ha plusz teljesítményt szeretnénk a motorból kinyerni előzéskor.","A motor leállítása előtt kell bekapcsolni, hogy az üzemanyag rendszert kiürítsük.",
Kell e ellenőrizni a kenőolaj szintjét motor indításkor?,"Igen, célszerű az aznapi első motorindítás előtt, de lehet többször is.","Igen, célszerű az aznapi első motorindítás után közvetlenül.","Nem szükséges, mivel a motor kenőolaj nélkül amúgy sem indítható el.",
Motor indítása előtt a következők közül mit célszerű ellenőrizni?,"Kenőolaj szintet, a hajtómű üres állásban legyen.","A hajó stabilitását, a motor megfelelő hűtését.",A motor burkolatának épségét és a hűtővíz hőfokát.,
Motor indítása után a következők közül mit célszerű ellenőrizni?,"Az olajnyomást, a hűtés működését.","Legyen elegendő, a motor hűtését szolgáló fenékvíz a hajóban.","A kenőolaj szintet a motorban, és a hűtővíz hőfokát.",
Mit ítélhetünk meg az olajnyomás jelző által üzem közben mutatott érték alapján?,A motor kenésének megfelelőségét.,"A kenőlaj-szűrő elhasználtságát, és a motor körülbelüli fordulatszámát.","A külső hőmérséklet nagyságát, és a hajó terheltségét.",
Mit ítélhetünk meg a kétkörös hűtési rendszereknél a belső kör vízhőmérsékletét jelző műszer által üzem közben mutatott érték alapján?,A motor hűtésének megfelelőségét.,"Megbecsülhető a külső víz hőmérséklete, és a hőcserélő tömítettsége.",Megbecsülhető a motor által leadott teljesítmény.,
Hogyan kell leállítani  a benzinüzemű külmotorokat?,"Nagyobbakat általában a gyújtáskapcsolóval, kisebbeknél a motoron található leállító gomb pár másodpercig tartó nyomásával.","Nagyobbakat általában a gyújtáskapcsolóval, kisebbeket a gáz teljes levéltelével, vagy ha akkor sem áll le, akkor az üzemanyag-vezeték csatlakozásának megszüntetésével","Nagyobbakat általában a gyújtáskapcsolóval, kisebbeket az üzemanyag- tartály levegőztető szelepének zárásával.",
Hol vannak a külmotorokon a hűtővíz beszívására szolgáló nyílások?,A külmotor szárának kavitációs lap alatti részének jobb- és baloldalán.,A külmotor a hűtővizet a hajócsavar agyrészén keresztül szívja be.,"A külmotoroknak legtöbbször zárt hűtési rendszere van, ahol a hűtővizet a külmotor szárának víz alatti részébe szerelt hőcserélő hűti le.",
"Mit kell tenni, ha indítás után azt tapasztalja, hogy az olajnyomás mérő műszer elégtelen nyomásértéket mutat?","A motort azonnal le kell állítani, majd ellenőrizni kell az olajszintet, az olajszűrőt és az olajszivattyút.",A motort alapjáraton működtetni kell amíg az olajnyomás meg nem emelkedik.,"A motor fordulatszámát addig kell növelni, amíg az olajnyomás meg nem emelkedik.",
"Mit kell tenni, ha a terhelt motor hűtővíz hőfoka nagyon magas?","A motor fordulatszámát azonnal csökkenteni kell, ha a hőfok nem csökken a motort le kell állítani.",A motort vizes ronggyal kívülről hűteni kell.,"Gázt adunk és széllel szembe fordulunk, így a megnövekedett menetszél várhatóan lehűti a motort.",
Mit jelent a gázolaj bedermedése?,"A gázolaj hőmérséklete nagy hidegben eléri  a dermedéspontját, a paraffin kiválik belőle és eltömíti az üzemanyag rendszert.",A porlasztott gázolaj a henger hideg felületére kicsapódik és indítási nehézségeket okoz.,"A gázolaj hőmérséklete nagy melegben meghaladja a dermedéspontját, kiválik belőle a paraffin és eltömíti az üzemanyag rendszert.",
Hogyan ellenőrzi a motor üzem közbeni állapotát?,Műszerek segítségével és a motor működésének vizuális ellenőrzésével egyaránt.,"Csak a műszereket kell figyelni, azok biztos információkat szolgáltatnak számomra.",A motor hangja és a kipufogó gáz jellege alapján meg lehet állapítani a működés állapotát.,
"Mire utalhat, ha a motor fordulatszáma hirtelen megnő, de a hajó sebessége lecsökken.","A hajtáslánc meghibásodására utal, tengelytörésre, a hajócsavar sérülésére, a hajócsavar nyírócsapjának törésére, tengelykapcsoló hibára.",Az üzemanyag rendszerben lévő dugulás megszűnt.,A hajóra felakadt egy uszadék és azt magával vonszolja.,
"Mire utalhat, ha a hajtómű sebességbe kapcsolásakor a motor rendellenesen rezonálni kezd?",A hajócsavar egyik szárnya sérülhetett és az emiatt keletkezett rezgéseket a hajtómű továbbítja a motorhoz.,A motor egyik hengere kihagy és terhelt állapotban a szerkezet berezonál.,A hajtómű olajszintje alacsony.,
"Mire utalhat, ha a motor akadozva jár, leáll?","Az üzemanyag rendszer meghibásodására utal, a tank levegőztetője nem lett kinyitva, eltömődött a szűrő, lelevegősödött a rendszer, vizes az üzemanyag.",A motor gyújtáskapcsolója kontakthibás.,Az üzemanyag oktánszáma nem megfelelő.,
"Mire utalhat, ha a kipufogó füst színe kékes árnyalatú?","Kenőolaj került az égéstérbe, esetlegesen a dugattyúgyűrűk kopása, törése miatt.","Oxigénszegény az égés a motorban. Lehetséges, hogy a levegőszűrő eltömődött.",Az üzemanyag cetánszáma nem megfelelő.,
"Mire utalhat, ha a kipufogógáz fehéres színű?","Víz került az égéstérbe esetlegesen a hengerfej tömítés sérülése miatt, vagy vizes az üzemanyag.","Oxigénszegény az égés a motorban. Lehetséges, hogy a levegőszűrő eltömődött.",Az üzemanyag cetánszáma nem megfelelő.,
"Mire utalhat, ha a kipufogó gázok erős fekete színűek?","Tökéletlen égés a motorban, általában oxigén szegény állapotra utal. A levegőszűrő cserére szorulhat.","Kenőolaj került az égéstérbe, esetlegesen a dugattyúgyűrűk kopása, törése miatt.","Víz került az égéstérbe esetlegesen a hengerfej tömítés sérülése miatt, vagy vizes az üzemanyag.",
Kétkörös hűtés rendszerű hajóban a belső víz hőmérséklete indítás után az üzemi fölé emelkedik. Mi lehet az oka?,"A termosztát nem nyit ki, valamelyik szivattyú nem működik, eltömődött a külső hűtőkör.","A termosztát idő előtt kinyitott, eltömődött a belső kör szívónyílása.","A belső kör vízszűrője eltömődött, túl magas a külső víz hőmérséklete.",
Mit szolgál a hajók kormányrendszerébe beépített áttétel rendszer?,Nagyobb méretű illetve nagyobb sebességű hajókon a kormányzáshoz szükséges nagyobb erőt biztosítja.,Tehermentesíti a kormánylapát felfüggesztését.,A kormánylapát kitérítési szögtartományát növeli.,
Mire szolgál a hajtómű?,"A motor nyomatékának és fordulatszámának, illetve a tengelyrendszer forgási irányának megváltoztatására szolgál.",A motor fordulatszámától függően beállítja a nyomatékot.,A állítható szárny állásszögű hajócsavarok esetében a hajócsavar szárnyainak állítását végzi.,
Az alábbiak közül melyik a hajtási lánc eleme?,Csavartengely.,Kormánytengely.,Motortartó bak.,
Mi a tömszelence feladata?,A csavartengely hajótestből való kivezetésénél a vízzáró tömítést biztosítja.,A hajó motor rögzítésének rezgéscsillapító eleme.,A külső köri hűtővíz hajótesten való kivezetésekor a tömítést biztosítja.,
Melyek a horgonycsörlő meghatározó paraméterei?,"A teljesítmény,  vonóerő, súlytartó képesség, a vontatási sebesség, a lánc/kötél vastagsága amit kezelni tud és a szerkezet önsúlya.","A horgonykapa méret,  tolóerő, a vontatási sebesség, a lánc/kötél vastagsága, amit kezelni tud.","A teljesítmény, a vonóerő, súlytartó sebesség, a vontatási sebesség, a horgonyszár hossza amit kezelni tud és a szerkezet önsúlya.",
Mit célszerű téli konzerváláskor elvégezni az alábbiak közül?,Belső hűtővíz fagyállóságának ellenőrzése.,Dugattyúk kiszerelése és bezsírozása.,"Vízcsövek szelepeinek, csapjainak kiszerelése.",
Mit célszerű téli konzerváláskor elvégezni az alábbiak közül?,A hengerekbe kevés friss kenőolaj betöltése.,A hűtővíz rendszer feltöltése kenőolajjal.,A forgattyús ház feltöltése desztillált vízzel.,
Mit célszerű téli konzerváláskor elvégezni az alábbiak közül?,A karburátorból a benzin leengedése.,A kiegyenlítő tartályból a gázolaj leengedése.,A motor felfüggesztésének fellazítása.,
Mit célszerű téli konzerváláskor elvégezni az alábbiak közül?,"Bowdenek, huzalozások tisztítása, olajozása, zsírzása.",Az akkumulátor kikötése és az elektrolit lecserélése.,Kipufogó és szívó szelepek nyitott állapotban való rögzítése.,
Horgony felszedése közben hogyan csökkenthetjük az elektromos csörlő terhelését?,A horgonycsörlő működtetése közben a főgéppel lassú előremenetet alkalmazva csökkenthetjük a lánc és a csörlő terhelését.,"A hajóval a horgony fölé állunk, és ezt követően kezdjük meg a csörlővel beszedni a horgonyláncot.","A hajóval áthajózunk a horgony fölött, majd amint a horgony felszakadt megállítjuk a hajót a mederhez képest, és a csörlő segítségével felhúzzuk a horgonyt.",
Mit nevezünk víziútnak?,"A vízi közlekedés pályái a víziutak, amelyek természetesek (folyók, tavak, tengerek) és mesterségesek (hajózó csatornák, mesterséges tavak) lehetnek.","Vízi útnak a vízterület felett átívelő hidakat, a vízterületet átszelő kompjáratok útvonalait és a vízterület alatt húzódó alagutakat nevezzük.","Vízi útnak csak a mesterségesen kialakított vízterületet (például csatorna) nevezzük, ahol a hajózás lehetséges.",
Hogyan jellemezzük az alsó-szakasz jellegű folyóvizet?,"Viszonylag kis esésű, hordaléklerakások útján létrejött szigetekkel megtűzdelt, széles mederrel rendelkező.","Közepes szélességű, viszonylag nagyobb vízmélységgel, nagyobb kanyarívekkel rendelkező, és közepes vízsebességű.","Nagy esésű, vízsebességű, szűk kanyarokkal tarkított, kis vízmélységű és szűkebb meder keresztmetszetű.",
Az alábbiak közül mit nevezünk egy víziút dinamikai jellemzőjének?,"A vízállás, a gázlómélység, a vízsebesség.","A legkisebb kanyarulati sugár, a hajóút legkisebb szélessége, a legkisebb szabad űrszelvény méret.","A víziút hossza, a tengerszint feletti magassága és esése.",
Mit nevezünk hajóútnak?,"A víziutakon rendszerint bójákkal és fényjelzésekkel a tájékozódást elősegítő jelzésekkel kitűzött, a hajóforgalom számára fenntartott területet.","A víziutakon kívüli, kevésbé forgalmas, a hajóforgalom számára fenntartott területet.","A kikötőből a víziútig tartó, rendszerint egy irányú közlekedést biztosító vízterület.",
"Igaz e, hogy Magyarország nemzetközi víziútja a Duna, Tisza és a Dráva?",Hamis.,Igaz.,,
Mi a víziút?,"A víziközlekedés pályája, a folyók, csatornák és tavak – miniszteri rendeletben víziúttá nyilvánított – szakasza vagy része.","Víziút minden olyan állami kezelésben álló  folyó, tó és csatorna, amely geometriai méreteinél fogva időszakos vagy állandó jelleggel hajózásra alkalmas.","Csak azt a vízterületet tekintjük víziútnak, ami hajózási jelekkel ki van tűzve.",
A víziutakon az állam garantálja a víziút osztálya szerinti vízmélység mindenkori rendelkezésre állását?,Nem.,Igen.,,
Mit nevezünk a térkép méretarányának?,"A kicsinyítés mértékét térképi méretaránynak nevezzük, amely megadja, hogy a térképlapon mekkora területet ábrázolnak.","A nagyítás mértékét térképi méretaránynak nevezzük, amely megadja, hogy a térképen milyen tereptárgyakat ábrázolnak.","A kicsinyítés mértékét térképi méretaránynak nevezzük, amely megadja, hogy milyen térképi vetület alapján készült a térkép.",
Mit jelent a térképen az M 1:10000 jelzés?,A térképen 1 cm távolság a valóságban 100 méter.,A térképen 1 cm távolság a valóságban 1 kilométer.,A térképen 1 cm távolság a valóságban 10000 méter.,
Mit jelent a térképen az M 1:25000 jelzés?,A térképen 4 cm távolság a valóságban 1 kilométer.,"A térképen 2,5 cm távolság a valóságban 1 kilométer.","A térképen 1 cm távolság a valóságban 2,5 kilométer.",
"Merre található az északi irány a térképeken, ha külön erre utaló jelölést nem látunk rajta?",A térkép felső éle felé.,A térkép alsó éle felé.,A méretaránytól függően vagy jobbra vagy balra esik az északi irány.,
A vízmércéken mért vízállásból mire lehet következtetni?,A merülési korlátozásokkal érintett területeken mérhető vízmélységekre.,A vízmérce szelvényében fennálló legnagyobb vízmélységre.,"Arra, hogy az adott víziút apadó- vagy áradó jellegű fázisban van.",
A GPS helyzetmeghatározás minden körülmények között lehetséges?,Nem.,Igen.,,
Mi a vízállás?,"A vízszint magassága illetőleg mélysége a vízmérce nulla-pontjának, mint viszonyítási pontnak a szintjétől.","Állóvizeken, tavakon az áramlásoktól mentes vízterület a vízállás.","A vízszint magassága illetőleg mélysége a vízmérce legalsó pontjának, mint viszonyítási pontnak a szintjétől.",
Hogyan mérjük a vízállást?,A vízterületen elhelyezett vízmércéről tudjuk leolvasni.,Hajóról minden nap ultrahangos vízmélység mérővel mérik le.,Az aktuális vízhozamból számolják ki.,
Milyen jelölésekkel rendelkezik a vízmérce?,2 centiméteres osztás és deciméteres számozás.,5 centiméteres osztás és deciméteres számozás.,Egy centiméteres osztás és 5 centiméteres számozás.,
Milyen vízállást olvas le az ábrán látható vízmércéről?,56 centiméter,"5,6 centiméter",56 deciméter,Kep7 56.jpg
Milyen vízállást olvas le az ábrán látható vízmércéről?,48 centiméter,"4,8 centiméter",48 deciméter,Kep8 48.jpg
Milyen vízállást olvas le az ábrán látható vízmércéről?,2 deciméter és  6 centiméter,26 deciméter,"2,6 centiméter",Kep9 26.jpg
Hol mérik a Balatonon a hivatalos vízállást?,Siófokon,Balatonfüreden,Tihanynál,
Mi hozhat létre áramlatokat a tavakon?,"A folyamatosan egy irányból fújó szél, vagy folyó befolyás.",A meder lejtése és a vízmélység különbség.,"A vízhőfok különbségek az egyes vízterületek között, valamint a vízkivételi művek hatásai.",
"Mit nevezünk ""döghullámnak""?",Az erős szélből visszamaradt nagyobb hullámok.,A nagy méretű tarajos hullámok.,A víz kis mértékű fodrozódása.,
Mi az uralkodó szélirány a Balatonon?,Észak-nyugati,Dél-keleti,Észak-keleti,
Mitől függ a szél hajóra gyakorolt hatása?,"A szél sebességétől, a szélnek kitett felület nagyságától, a hajó vízbe merülő részének méretétől.","A szél irányától, a hajó sebességétől, a vízmélységtől.","A szél sebességétől,  a hajó kormányképességétől, a hajó alatti víz mélységétől.",
Milyen skálát használunk a szél erősség becslésére?,Beaufort skálát.,Fahrenheit skálát.,Coriolis skálát.,
Merre fúj az észak-keleti szél?,Dél-nyugatra,Észak -keletre,Északról fúj keletre,
Merre fúj a dél-keleti szél?,Észak-nyugatra,Délről fúj keletre.,Dél-keletre,
Adja meg az északi szél irányát fokban!,0 fok,180 fok,270 fok,
Adja meg a dél-keleti szél irányát fokban!,135 fok,90 fok,45 fok,
Adja meg a nyugati szél irányát fokban!,270 fok,90 fok,225 fok,
"Hány fokozatú a belvízen használt, alap Beaufort skála?",13 fokozatú.,10 fokozatú.,8 fokozatú.,
Mit nevezünk bríznek?,A gyenge szellőt.,A kifújt szelet.,A viharos szelet.,
Mi a flaute?,A teljes szélcsend.,Hirtelen széllökés.,Lapos hullám.,
Mi a pöff?,Széllökés.,Gyenge szellő.,Szélcsend.,
Melyik a hidegfront jellemzője?,"Érkezése előtt a légnyomás mindig csökken, utána gyakran igen gyorsan emelkedik.","A légnyomás az érkezése előtt mindig erősen süllyed, átvonulása után általában nem változik.",Érkezése előtt a légnyomás mindig emelkedik utána gyakran igen gyorsan csökken.,
Melyik a melegfront jellemzője?,"A légnyomás az érkezése előtt mindig erősen süllyed, átvonulása után általában nem változik.","Érkezése előtt a légnyomás mindig csökken, utána gyakran igen gyorsan emelkedik.",Érkezése előtt a légnyomás mindig emelkedik utána gyakran igen gyorsan csökken.,
Melyik meteorológiai jelenség sematikus ábrázolását látja a képen?,Hidegfront,Melegfront.,Ciklon.,Kep14 Hideg.jpg
Melyik meteorológiai jelenség sematikus ábrázolását látja a képen?,Melegfront,Hidegfront,Ráfutó szél,Kep15 Meleg.jpg
Mit nevezünk ködnek?,"A levegőben állandóan jelenlévő vízgőz, vagyis páratartalom kicsapódási formáját.",A levegőben állandóan jelenlevő gázok kicsapódási formáját.,A levegőben állandóan jelenlévő vízgőz nulla fok alatti megszilárdult megjelenése.,
Mit nevezünk harmatpontnak?,"Azt a hőmérséklet, melyre az adott légtömegnek le kell hűlnie ahhoz, hogy a benne lévő vízgőz vízzé kicsapódjon.","Az a páratartalom érték, amikor az adott légtömegben lévő vízgőz vízzé csapódik ki.","Az a légnyomás érték, amikor az adott légtömegben lévő vízgőz vízzé csapódik ki.",
"Minek nevezzük azt a jelenséget, amikor a kásás jégből kezdenek kialakulni a nagyobb jégtáblák.",Elsődleges jégzajlás.,Másodlagos jégzajlás.,Jégtorlasz.,
"Minek nevezzük azt a jelenséget, amikor az összeállt jégtáblákból, összefüggő jégtakaróból letöredeznek kisebb jégtáblák és a víz felszínén sodródnak.",Másodlagos jégzajlás.,Elsődleges jégzajlás.,Rianás.,
Befolyásolja-e a vízszennyezés a jégképződés folyamatát?,"Igen, általában lassítja a folyamatot.","Igen, általában gyorsítja a folyamatot.",Nem befolyásolja.,
A Beaufort-skála szerepel a magyar jogszabályokban?,Igen.,Nem.,,
Mi a Beaufort skála?,A szélerősség becslésére szolgáló tapasztalati táblázat.,A szélsebesség mérésére szolgáló skálás kijelzőjű műszer.,A hajó sebességét mérő vízbe helyezhető kézi műszer.,
Melyik vízterületeinken működik vihar előrejelző szolgálat?,"Balaton, Velencei-tó, Fertő-tó, Tisza-tó.","Balaton, a Duna budapesti szakasza, Tisza folyó.","Balaton, Tisza-tó, Hármas-Kőrös duzzasztott részei.",
Melyik állítás jellemző a viharjelzésre az alábbiak közül?,Szezonálisan üzemel.,Egész évben üzemel.,Csak napkeltétől napnyugtáig üzemel.,
A viharjelző rendszer jelzőfényei hányszor villannak fel egy perc leforgása alatt első- és másodfokú jelzés esetén?,"45 , 90","30 , 60","60 , 30",
Érdemes-e útitervet készíteni:,Igen.,Nem.,,
Mit értünk útiterv készítés alatt?,Az utazás megkezdése előtt felmérjük egyik pontból a másikba való eljutás során felmerülő akadályok leküzdésének módját és a készletek utánpótlási lehetőségét.,"A térképen berajzoljuk a indulási helyünk, és a végcélunk közti egyenest.","A téli időszakban eltervezzük és le is írjuk, hogy nyáron hova megyünk el hajózni.",
Melyek egyéni mentőeszközök?,"Mentő mellény, mentő patkó, mentő gyűrű.","Mentőcsónak, mentő pad.","Dobókörte kötéllel, szapoly",
Melyek kollektív mentőeszközök?,"Mentőcsónak, mentő pad.","Mentő mellény, mentő patkó, mentő gyűrű.","Tűzponyva, lékponyva.",
Hínáros vízbe esve mi a helyes viselkedés?,"A lehető legkevesebb mozgással kell haladni, a karra, lábra tekeredett hínár szárakat le kell tépni.","Le kell úszni a víz alá, és a tövénél kihúzni a hínárt.","Ugyanúgy kell úszni benne, mint hínár mentes vízben.",
"Mire következtet, ha egy hajót állandó orrszög alatt lát, és útvonaluk keresztezi egymást?","Ha egyikünk sem változtat menetirányán, vagy sebességén össze fogunk ütközni.","A másik hajó horgonyon vagy bóján áll, és a parallaxis hiba miatt látom keresztezőnek az útvonalat.","Egyikünknek sem szabad változtatni útirányán és sebességén, mert így elkerüljük az összeütközést.",
Mit hívunk orrszögnek?,"A hajó hossztengelye, valamint a hajó és a céltárgyat összekötő egyenes által bezárt szög a hajó orrától mérve.","A hajó hossztengelye, valamint a hajó és a céltárgyat összekötő egyenes által bezárt szög a hajó farától mérve.","A hajó kereszttengelye, és a fedélzet síkjának szöge az orr irányába nézve.",
"Mit kell tenni viharban, ha a hajó felborult és nem sikerült visszaállítani, és a hajótestre sem sikerül felmászni?","A hajótest szél alatti oldalán várni a segítséget, vagy a vihar elmúlását.","A hajótest szél feletti oldalán várni a segítséget, vagy a vihar elmúlását.",A hajót elhagyva meg kell próbálni kiúszni a partra.,
"Mit kell tenni, ha a hajó felborult?","Először meg kell győződnöm, hogy minden velem utazó jól van és senki nem szorult a hajótestbe, illetve vitorla alá.","A hajót elhagyva meg kell próbálni kiúszni a partra, a velem utazókat is fel kell szólítani erre.","Bójával megjelölni a helyet, hogy más vitorlások tudják, hogy ez egy borulásveszélyes hely, és mielőbb értesíteni a hatóságokat.",
Hogy lehet visszaállítani felborult vitorlás hajót?,A svertre állva a hajó oldalába kapaszkodva kell rugózni.,"Be kell vontatni a kikötőbe, és daruval kell kiemelni.",A vízimentők speciális szaktudását igényli ez a feladat.,
"Mit jelent a ""leszúrt az árboc"" kifejezés?",Borulás után a vitorla megtelik vízzel és az árboc belefúródik az iszapba.,"Az árbocnak nincsenek tartókötelei, csak bele van állítva a hajótestbe.","Az árboc tároláskor, szállításkor a hajótestre vízszintesen el van fektetve.",
A felborult hajó visszaállítása előtt milyen feladatokat kell mindenképpen elvégezni?,"Sottokat kitisztázni, kötélszorítókból kivenni, hajót szélbe állítani.","Vitorlákat lehúzni, svertet, kormányt kivenni.","Vizet kimerni, vontakötelet előkészíteni, az árbocot szélbe állítani.",
Mi az elsősegélynyújtás célja?,"Az élet megmentése, további egészségkárosodás megakadályozása, gyógyulás elősegítése.",A társadalmi és erkölcsi normának megfelelően viselkedni a balesetet szenvedett közelében.,"A mentőket riasztani, és még a mentők kiérkezése előtt a baleset helyszínére érni, hogy mi tájékoztathassuk a kiérkező mentőket.",
Köteles-e a hajó vezetője elsősegélyt nyújtani?,Igen.,Nem.,,
"Köteles-e a hajó vezetője gondoskodni arról, hogy a beteg a legközelebbi alkalmas helyen, egészségügyi ellátásban részesülhessen?",Igen.,Nem.,,
Köteles-e mindenki a tőle elvárható módon elsősegélyt nyújtani?,Igen.,Nem.,,
Változhat-e az újraélesztési protokoll?,"Igen, 5 évenként felülvizsgálják a statisztikák, klinikai tanulmányok és az újabb eszközök, gyógyszerek alapján.","Nem, mert a jól bevált módszeren nem kell és nem is szabad változtatni.","Nincs újraélesztési protokoll, ezért nem is változhat.",
Milyen számon kell a mentőket értesíteni?,"104, vagy 112.","105, vagy 112.","107, vagy 112.",
Hogyan biztosítunk átjárható légutat?,"A fejet a hajas fejbőr kezdeténél, és az állnál megfogva hátra hajtjuk.","Két ujjal kihúzzuk a nyelvet és gondoskodunk róla, hogy ne kerülhessen vissza a szájüregbe.",Az elsősegély dobozban található intubáló szett segítségével.,
Hogyan vizsgáljuk a légzést?,Fülünket a sérült szája elé helyezve figyeljük a mellkas mozgást.,"A sérült mellé fekszünk, mert így tudjuk a legjobban megfigyelni a mellkas mozgást.","A sérült szája és orra elé tollpihét, vagy hasonló tárgyat teszünk.",
